,title,release_date,worldwide_box_office,international_box_office,domestic_box_office
21646,Never Die Alone-2004-03-26,2004-03-26,,,"5644575,00"
21647,The Ladykillers-2004-03-26,2004-03-26,"77392139,00","37700000,00","39692139,00"
21648,Chura Liya Hai Tumne-2003-03-21,2003-03-21,"76608,00","76608,00",
21649,Boat Trip-2003-03-21,2003-03-21,"14933713,00","6347337,00","8586376,00"
21650,Two Men Went to War-2004-03-26,2004-03-26,"191080,00","39947,00","151133,00"
21651,Willard-2003-03-14,2003-03-14,,,"6882696,00"
21652,L'auberge espagnole-2003-03-21,2003-03-21,"3910861,00","15197,00","3895664,00"
21653,Under the Skin of the City-2003-03-14,2003-03-14,,,"28757,00"
21654,Fulltime Killer-2003-03-20,2003-03-20,"28456,00","13464,00","14992,00"
21655,The Hunted-2003-03-14,2003-03-14,"47213095,00","12979087,00","34234008,00"
21656,Spun-2003-03-14,2003-03-14,"1022649,00","612408,00","410241,00"
21657,Journeys With George-2003-03-14,2003-03-14,,,"2264,00"
21658,Tears of the Sun-2003-03-07,2003-03-07,"85632458,00","42000000,00","43632458,00"
21659,The Safety of Objects-2003-03-07,2003-03-07,,,"319125,00"
21660,Nowhere in Africa-2003-03-07,2003-03-07,"6568446,00","394961,00","6173485,00"
21661,Agent Cody Banks-2003-03-14,2003-03-14,"58240458,00","10695398,00","47545060,00"
21662,Laurel Canyon-2003-03-07,2003-03-07,"4561150,00","897794,00","3663356,00"
21663,Bringing Down the House-2003-03-07,2003-03-07,"164675402,00","32000000,00","132675402,00"
21664,Spider-2003-02-28,2003-02-28,,,"1641788,00"
21665,Australia: Land Beyond Time-2003-03-06,2003-03-06,"398083,00","398083,00",
21666,The Scoundrel's Wife-2003-02-28,2003-02-28,,,
21667,Poolhall Junkies-2003-02-28,2003-02-28,,,"563711,00"
21668,Dischord-2003-02-28,2003-02-28,,,
21669,Bugs!-2003-03-14,2003-03-14,"29196944,00","10112664,00","19084280,00"
21670,Humanite-2000-06-14,2000-06-14,,,"113495,00"
21671,Pop & Me-2000-06-09,2000-06-09,,,"15645,00"
21672,Boys and Girls-2000-06-16,2000-06-16,,,"21799652,00"
21673,Lost in the Pershing Point Hotel-2000-06-09,2000-06-09,,,
21674,Ten-2003-03-05,2003-03-05,,,"105656,00"
21675,Josh-2000-06-09,2000-06-09,,,"426318,00"
21676,Love's Labour's Lost-2000-06-09,2000-06-09,,,"284291,00"
21677,Gone in 60 Seconds-2000-06-09,2000-06-09,"232643008,00","131000000,00","101643008,00"
21678,The Children of Chabannes-2000-06-09,2000-06-09,,,"33413,00"
21679,Groove-2000-06-09,2000-06-09,"1167524,00","52211,00","1115313,00"
21680,Catfish in Black Bean Sauce-2000-06-09,2000-06-09,,,"1315573,00"
21681,Running Free-2000-06-02,2000-06-02,,,"101431,00"
21682,Un Pour Toutes-2000-06-02,2000-06-02,,,"29154,00"
21683,American Pimp-2000-06-09,2000-06-09,,,"287724,00"
21684,New Waterford Girl-2000-06-02,2000-06-02,,,"774469,00"
21685,Grass-2000-06-02,2000-06-02,,,"313039,00"
21686,Donggam-2000-05-27,2000-05-27,"28080,00","28080,00",
21687,Big Momma's House-2000-06-02,2000-06-02,"173559438,00","56000000,00","117559438,00"
21688,The Trial of Old Drum-2000-05-26,2000-05-26,,,"1025,00"
21689,Passion of Mind-2000-05-26,2000-05-26,,,"769009,00"
21690,Shanghai Noon-2000-05-26,2000-05-26,"71189835,00","14257530,00","56932305,00"
21691,Night at the Golden Eagle-2002-04-26,2002-04-26,,,"16241,00"
21692,Lansdown-2002-04-26,2002-04-26,,,"12614,00"
21693,Kikujiro-2000-05-26,2000-05-26,"1528238,00","1330000,00","198238,00"
21694,Freshmen-2002-04-26,2002-04-26,,,"1392,00"
21695,"Life, or Something Like It-2002-04-26",2002-04-26,,,"14448589,00"
21696,Jason X-2002-04-26,2002-04-26,"16951798,00","3830243,00","13121555,00"
21697,Circuit-2002-04-26,2002-04-26,,,"235087,00"
21698,Dogtown and Z-Boys-2002-04-26,2002-04-26,"1600566,00","307271,00","1293295,00"
21699,World Traveler-2002-04-19,2002-04-19,,,"97000,00"
21700,Spooky House-2002-04-19,2002-04-19,,,"65875,00"
21701,Space Station-2002-04-19,2002-04-19,"126513186,00","33282126,00","93231060,00"
21702,My Big Fat Greek Wedding-2002-04-19,2002-04-19,"374890034,00","133451826,00","241438208,00"
21703,Nueve Reinas-2002-04-19,2002-04-19,"12412889,00","11190000,00","1222889,00"
21704,Lewis & Clark: Great Journey West-2002-04-20,2002-04-20,"23000000,00","23000000,00",
21705,Girls Can't Swim-2002-04-19,2002-04-19,,,"68460,00"
21706,Murder by Numbers-2002-04-19,2002-04-19,"56643267,00","24768398,00","31874869,00"
21707,Joshua-2002-04-19,2002-04-19,,,"1366733,00"
21708,Murderous Maids-2002-04-19,2002-04-19,,,"225390,00"
21709,Enigma-2002-04-19,2002-04-19,"16031428,00","11733099,00","4298329,00"
21710,Divorce: The Musical-2002-04-19,2002-04-19,,,"23144,00"
21711,The Attic Expeditions-2002-04-19,2002-04-19,,,
21712,O Delfim-2002-04-19,2002-04-19,"231,00","231,00",
21713,The Scorpion King-2002-04-19,2002-04-19,"165890634,00","75310634,00","90580000,00"
21714,Chelsea Walls-2002-04-19,2002-04-19,,,"59675,00"
21715,Ask the Dust-2006-03-10,2006-03-10,,,"742614,00"
21716,The Last Kiss-2002-01.01,2002-01.01,"3335177,00","2286227,00","1048950,00"
21717,Ultraviolet-2006-03-03,2006-03-03,"30962112,00","12440048,00","18522064,00"
21718,"Sorry, Haters-2006-03-03",2006-03-03,,,"6364,00"
21719,Doing Time for Patsy Cline-2006-03-03,2006-03-03,,,"831,00"
21720,Joyeux NoÃƒÂ«l-2006-03-03,2006-03-03,"23134075,00","22079714,00","1054361,00"
21721,Woman is the Future of Man-2006-03-03,2006-03-03,,,"11807,00"
21722,Aquamarine-2006-03-03,2006-03-03,"22978953,00","4381611,00","18597342,00"
21723,16 Blocks-2006-03-03,2006-03-03,"65595141,00","28700000,00","36895141,00"
21724,Deep Sea 3D-2006-03-03,2006-03-03,"88184616,00","41778182,00","46406434,00"
21725,Our Brand is Crisis-2006-03-03,2006-03-03,,,"166750,00"
21726,Zyzzyx Rd.-2006-02-24,2006-02-24,,,"20,00"
21727,Dave Chappelle's Block Party-2006-03-03,2006-03-03,"12051924,00","333329,00","11718595,00"
21728,Madea's Family Reunion-2006-02-24,2006-02-24,"63320521,00","62581,00","63257940,00"
21729,Workingman's Death-2006-02-24,2006-02-24,,,"2214,00"
21730,Taxi No. 9 2 11: Nau Do Gyarah-2006-02-24,2006-02-24,,,"292794,00"
21731,Tsotsi-2006-02-24,2006-02-24,"11537539,00","8624933,00","2912606,00"
21732,Running Scared-2006-02-24,2006-02-24,"9729088,00","2873951,00","6855137,00"
21733,Unknown White Male-2006-02-24,2006-02-24,,,"126836,00"
21734,Doogal-2006-02-24,2006-02-24,"28058652,00","20479706,00","7578946,00"
21735,Plagues and Pleasures on the Salton Sea-2006-02-24,2006-02-24,,,"53471,00"
21736,Little Fish-2006-02-24,2006-02-24,"3222453,00","3200000,00","22453,00"
21737,The 2005 Academy Award Nominated Short Films-2006-02-24,2006-02-24,,,"157415,00"
21738,Street Fight-2006-02-22,2006-02-22,,,"4779,00"
21739,Can Mr. Smith Get to Washington Anymore?-2007-02-02,2007-02-02,,,
21740,Forgiving Dr. Mengele-2006-02-24,2006-02-24,,,"10403,00"
21741,Voice of a Murderer-2007-02-01,2007-02-01,,,
21742,"Paris, je t'aime-2007-05-04",2007-05-04,"5175088,00","317714,00","4857374,00"
21743,An Unreasonable Man-2007-01-31,2007-01-31,,,"176647,00"
21744,L'ÃƒÂ®le Aux TrÃƒÂ©sors-2007-01-31,2007-01-31,,,
21745,Seraphim Falls-2007-01-26,2007-01-26,,,"418296,00"
21746,Because I Said So-2007-02-02,2007-02-02,"69538833,00","26864793,00","42674040,00"
21747,Il Ne Faut Jurer de Rien-2007-01-26,2007-01-26,,,"23442,00"
21748,Smokin' Aces-2007-01-26,2007-01-26,"57263440,00","21600709,00","35662731,00"
21749,G.I. Jesus-2007-01-26,2007-01-26,,,"8593,00"
21750,Funny Money-2007-01-26,2007-01-26,,,"2844,00"
21751,Winter Passing-2006-02-17,2006-02-17,"113783,00","6291,00","107492,00"
21752,Catch and Release-2007-01-26,2007-01-26,,,"15432542,00"
21753,Blood and Chocolate-2007-01-26,2007-01-26,"6551310,00","3024722,00","3526588,00"
21754,Salaam-e-Ishq-2007-01-25,2007-01-25,,,"1852050,00"
21755,The Perfect Couple-2007-01-25,2007-01-25,,,
21756,Epic Movie-2007-01-26,2007-01-26,"86858578,00","47119211,00","39739367,00"
21757,Luo Ye Gui Gen-2007-01-25,2007-01-25,,,
21758,Sacco and Vanzetti-2007-01-21,2007-01-21,,,"32203,00"
21759,Four Sheets to the Wind-2007-01-22,2007-01-22,,,
21760,Manuale D'Amore 2-2007-01-19,2007-01-19,,,
21761,Pars Vite Et Reviens Tard-2007-01-24,2007-01-24,,,
21762,Italianetz-2007-01-19,2007-01-19,,,"552546,00"
21763,Mail Order Wife-2005-03-11,2005-03-11,,,"62387,00"
21764,The Hitcher-2007-01-19,2007-01-19,"20855646,00","4476064,00","16379582,00"
21765,In My Country-2005-03-11,2005-03-11,,,"163536,00"
21766,Mapado 2-2007-01-19,2007-01-19,,,
21767,"Magdalena, The Unholy Saint-2005-03-11",2005-03-11,,,"6470,00"
21768,The Boys from County Clare-2005-03-11,2005-03-11,,,"140872,00"
21769,Dot the I-2005-03-11,2005-03-11,"1368936,00","1062712,00","306224,00"
21770,Night of Henna-2005-03-04,2005-03-04,,,"17064,00"
21771,The Jacket-2005-03-04,2005-03-04,"15452978,00","9151847,00","6301131,00"
21772,The Pacifier-2005-03-04,2005-03-04,"198006880,00","85000000,00","113006880,00"
21773,The Illustrated Family Doctor-2005-03-04,2005-03-04,"32653,00","32653,00",
21774,Children of Tibet-2005-03-04,2005-03-04,"6719,00","6719,00",
21775,Gunner Palace-2005-03-04,2005-03-04,,,"607502,00"
21776,Dear Frankie-2005-03-04,2005-03-04,"3099369,00","1758478,00","1340891,00"
21777,Walk on Water-2005-02-25,2005-02-25,"4443069,00","1730333,00","2712736,00"
21778,Sunset Story-2005-02-25,2005-02-25,,,"8802,00"
21779,Up & Down-2005-02-25,2005-02-25,,,"244105,00"
21780,Be Cool-2005-03-04,2005-03-04,"94944017,00","39094616,00","55849401,00"
21781,The Other Side of the Street-2005-02-25,2005-02-25,,,"55459,00"
21782,One More Round-2005-02-25,2005-02-25,,,"10629,00"
21783,Man of the House-2005-02-25,2005-02-25,"22099706,00","2400000,00","19699706,00"
21784,My House in Umbria-2005-02-25,2005-02-25,"1322586,00","1322586,00",
21785,Sex Sells: The Making of Touche-2005-02-25,2005-02-25,,,"2386,00"
21786,Diary of a Mad Black Woman-2005-02-25,2005-02-25,"50458356,00","52010,00","50406346,00"
21787,A Question of Faith-2001-05-04,2001-05-04,,,"15047,00"
21788,Hostage-2005-03-11,2005-03-11,"77636443,00","43000000,00","34636443,00"
21789,Nora-2001-05-04,2001-05-04,,,"25120,00"
21790,Pavilion of Women-2001-05-04,2001-05-04,"77243,00","41305,00","35938,00"
21791,Intimate Stories-2005-02-25,2005-02-25,,,"102714,00"
21792,The Mummy Returns-2001-05-04,2001-05-04,"435040395,00","233032755,00","202007640,00"
21793,Time and Tide-2001-05-04,2001-05-04,,,"88868,00"
21794,Eureka-2001-05-04,2001-05-04,"76654,00","27266,00","49388,00"
21795,Pailan-2001-04-28,2001-04-28,"8298,00","8298,00",
21796,Ed Gein-2001-05-04,2001-05-04,,,"11821,00"
21797,Town & Country-2001-04-27,2001-04-27,"10364769,00","3652318,00","6712451,00"
21798,The Golden Bowl-2001-04-27,2001-04-27,,,"3037579,00"
21799,Thomas Est Amoureux-2001-04-27,2001-04-27,,,"89219,00"
21800,Lipgloss Explosion-2001-04-27,2001-04-27,,,"603,00"
21801,Enlightenment Guaranteed-2001-04-27,2001-04-27,,,"45884,00"
21802,The Forsaken-2001-04-27,2001-04-27,,,"6755271,00"
21803,Driven-2001-04-27,2001-04-27,"54616869,00","22000000,00","32616869,00"
21804,One Night at McCool's-2001-04-27,2001-04-27,"13441957,00","7165425,00","6276532,00"
21805,Boys to Men-2001-04-27,2001-04-27,,,"144765,00"
21806,Rat-2001-04-20,2001-04-20,,,"2501,00"
21807,Jersey Girl-2004-03-26,2004-03-26,"37066129,00","11800000,00","25266129,00"
21808,I'll Sing for You-2004-03-26,2004-03-26,,,"8798,00"
21809,Immortel-2004-03-25,2004-03-25,,,
21810,Dogville-2004-03-26,2004-03-26,"14851654,00","13321268,00","1530386,00"
21811,Le Dernier Tunnel-2004-03-26,2004-03-26,,,"1057599,00"
21812,Noi Albinoi-2004-03-19,2004-03-19,,,"60135,00"
21813,Ein Leben lang kurze Hosen tragen-2004-03-19,2004-03-19,,,
21814,Intermission-2004-03-19,2004-03-19,"4552486,00","3662629,00","889857,00"
21815,Eternal Sunshine of the Spotless Mind-2004-03-19,2004-03-19,"72401378,00","38034860,00","34366518,00"
21816,Dawn of the Dead-2004-03-19,2004-03-19,"103452875,00","44462110,00","58990765,00"
21817,Divan-2004-03-19,2004-03-19,,,"56214,00"
21818,Taking Lives-2004-03-19,2004-03-19,"64232363,00","31550021,00","32682342,00"
21819,Wilbur Wants to Kill Himself-2004-03-12,2004-03-12,,,"233053,00"
21820,Spartan-2004-03-12,2004-03-12,"4586333,00","228588,00","4357745,00"
21821,Bon Voyage-2004-03-19,2004-03-19,"8359720,00","6005992,00","2353728,00"
21822,Secret Window-2004-03-12,2004-03-12,"92110539,00","44152508,00","47958031,00"
21823,Maestro-2004-03-12,2004-03-12,,,"25315,00"
21824,Games People Play-2004-03-12,2004-03-12,,,"111336,00"
21825,How to Draw a Bunny-2004-03-12,2004-03-12,"4148,00","1442,00","2706,00"
21826,NASCAR: The IMAX Experience-2004-03-12,2004-03-12,"22199356,00","649121,00","21550235,00"
21827,Power Trip-2004-03-12,2004-03-12,,,"38593,00"
21828,La meglio gioventÃƒÂ¹-2004-03-02,2004-03-02,"2689839,00","2419029,00","270810,00"
21829,Distant-2004-03-12,2004-03-12,,,"96293,00"
21830,Cradle 2 the Grave-2003-02-28,2003-02-28,"56434942,00","21777211,00","34657731,00"
21831,Till Human Voices Wake Us-2003-02-21,2003-02-21,,,"120601,00"
21832,Senorita Extraviada-2003-02-21,2003-02-21,,,"3775,00"
21833,Bolivia-2003-02-26,2003-02-26,,,"26272,00"
21834,Open Hearts-2003-02-21,2003-02-21,"282125,00","146135,00","135990,00"
21835,Old School-2003-02-21,2003-02-21,"86737464,00","11582464,00","75155000,00"
21836,The Navigators-2003-02-21,2003-02-21,"2301940,00","2300000,00","1940,00"
21837,The Life of David Gale-2003-02-21,2003-02-21,"28920188,00","9225553,00","19694635,00"
21838,JapÃƒÂ³n-2003-03-19,2003-03-19,"104334,00","82434,00","21900,00"
21839,The Lawless Heart-2003-02-21,2003-02-21,"365397,00","35330,00","330067,00"
21840,Gods and Generals-2003-02-21,2003-02-21,"12923936,00","41002,00","12882934,00"
21841,A Family Affair-2003-02-21,2003-02-21,,,"50075,00"
21842,Jet Lag-2003-02-21,2003-02-21,,,"544434,00"
21843,Dark Blue-2003-02-21,2003-02-21,"12262065,00","3024595,00","9237470,00"
21844,Amandla! A Revolution in Four Part Harmony-2003-02-21,2003-02-21,"475923,00","70592,00","405331,00"
21845,Painted Fire-2003-02-14,2003-02-14,"90931,00","31518,00","59413,00"
21846,Ordinary Sinner-2003-02-14,2003-02-14,,,"3072,00"
21847,Love at Times Square-2003-02-14,2003-02-14,,,
21848,The Ballad of Bering Strait-2003-02-19,2003-02-19,,,"1440,00"
21849,The Jungle Book 2-2003-02-14,2003-02-14,"139924202,00","92022620,00","47901582,00"
21850,Revenger's Tragedy-2003-02-14,2003-02-14,"68699,00","68699,00",
21851,Lockdown-2003-02-14,2003-02-14,,,"449482,00"
21852,Hum to Mohabbt Karega-2000-05-26,2000-05-26,,,"121807,00"
21853,Fassbinder in Hollywood-2003-02-14,2003-02-14,,,"160854,00"
21854,Ground Zero-2000-05-26,2000-05-26,,,"150,00"
21855,Le Derriere-2000-05-26,2000-05-26,,,"54833,00"
21856,Better Living Through Circuitry-2000-05-26,2000-05-26,,,"80739,00"
21857,8 Ã‚Â½ Women-2000-05-26,2000-05-26,,,"417517,00"
21858,Mission: Impossible 2-2000-05-24,2000-05-24,"549588516,00","334178627,00","215409889,00"
21859,Luminous Motion-2000-05-19,2000-05-19,,,"51380,00"
21860,Small Time Crooks-2000-05-19,2000-05-19,"29934477,00","12668118,00","17266359,00"
21861,Young Doctor Freud-2000-05-17,2000-05-17,,,"18618,00"
21862,Road Trip-2000-05-19,2000-05-19,"119739110,00","51213501,00","68525609,00"
21863,Gerry-2003-02-14,2003-02-14,"719699,00","465016,00","254683,00"
21864,Dinosaur-2000-05-19,2000-05-19,"356148063,00","218400000,00","137748063,00"
21865,Screwed-2000-05-12,2000-05-12,,,"6982680,00"
21866,Held Up-2000-05-12,2000-05-12,,,"4714090,00"
21867,Hamlet-2000-05-12,2000-05-12,"2419669,00","842382,00","1577287,00"
21868,Up at the Villa-2000-05-05,2000-05-05,"3740113,00","806952,00","2933161,00"
21869,Battlefield Earth: A Saga of the Year 3000-2000-05-12,2000-05-12,"29725663,00","8253978,00","21471685,00"
21870,Coming Soon-2000-05-12,2000-05-12,,,"3742,00"
21871,The New Eve-2000-05-05,2000-05-05,,,"2786,00"
21872,The Well-2000-05-05,2000-05-05,,,"9043,00"
21873,Luminarias-2000-05-05,2000-05-05,,,"428535,00"
21874,The Triumph of Love-2002-04-17,2002-04-17,,,"446942,00"
21875,The Sweetest Thing-2002-04-12,2002-04-12,"63078756,00","38648484,00","24430272,00"
21876,Outta Time-2002-04-12,2002-04-12,,,"4052,00"
21877,Michael Jordan to the MAX-2000-05-05,2000-05-05,"19276267,00","633949,00","18642318,00"
21878,I Dreamed of Africa-2000-05-05,2000-05-05,"14291999,00","7748805,00","6543194,00"
21879,Mule Skinner Blues-2002-04-12,2002-04-12,,,"10106,00"
21880,Frailty-2002-04-12,2002-04-12,"19947280,00","6836832,00","13110448,00"
21881,Human Nature-2002-04-12,2002-04-12,,,"705308,00"
21882,Echoes-2002-04-12,2002-04-12,,,"780,00"
21883,New Best Friend-2002-04-12,2002-04-12,,,"28658,00"
21884,The Earth Will Swallow You-2002-04-12,2002-04-12,,,"71332,00"
21885,Changing Lanes-2002-04-12,2002-04-12,,,"66790248,00"
21886,Bend it Like Beckham-2002-03-12,2002-03-12,"74566042,00","42022593,00","32543449,00"
21887,The Cat's Meow-2002-04-12,2002-04-12,,,"3176936,00"
21888,Swimming-2002-04-05,2002-04-05,,,"161483,00"
21889,National LampoonÃ¢â‚¬â„¢s Van Wilder-2002-04-05,2002-04-05,"39241323,00","17936064,00","21305259,00"
21890,Komediant-2002-04-05,2002-04-05,,,"119377,00"
21891,Crush-2002-04-05,2002-04-05,"1240590,00","159460,00","1081130,00"
21892,High Crimes-2002-04-05,2002-04-05,"63781100,00","22237893,00","41543207,00"
21893,Big Trouble-2002-04-05,2002-04-05,"8488871,00","1226583,00","7262288,00"
21894,Batoru rowaiaru-2002-04-05,2002-04-05,"3511,00","3511,00",
21895,Astoria-2002-04-05,2002-04-05,,,"44025,00"
21896,American Chai-2002-04-05,2002-04-05,,,"125996,00"
21897,For Da Love of Money-2002-04-12,2002-04-12,,,"27500,00"
21898,Very Annie-Mary-2002-03-29,2002-03-29,"74002,00","38618,00","35384,00"
21899,Sophie Scholl - Die letzten Tage-2006-02-17,2006-02-17,"13887199,00","13206868,00","680331,00"
21900,Jibeuro-2002-11-15,2002-11-15,"496077,00","51146,00","444931,00"
21901,The Second Chance-2006-02-17,2006-02-17,,,"432253,00"
21902,Nochnoy dozor-2006-02-17,2006-02-17,"33913542,00","32411354,00","1502188,00"
21903,John Sayles Retrospective-2002-04-05,2002-04-05,,,"8258,00"
21904,Center Stage-2000-05-12,2000-05-12,"21361109,00","4160184,00","17200925,00"
21905,Eight Below-2006-02-17,2006-02-17,"120455994,00","38843429,00","81612565,00"
21906,Freedomland-2006-02-17,2006-02-17,"14651216,00","2138330,00","12512886,00"
21907,Batalla en el cielo-2006-02-17,2006-02-17,,,"70899,00"
21908,Illusion-2006-02-17,2006-02-17,,,
21909,Date Movie-2006-02-17,2006-02-17,"85146165,00","36597739,00","48548426,00"
21910,Pucked-2006-02-10,2006-02-10,,,
21911,The Pink Panther-2006-02-10,2006-02-10,"158926474,00","76700000,00","82226474,00"
21912,Neil Young: Heart of Gold-2006-02-10,2006-02-10,"2238644,00","410575,00","1828069,00"
21913,London-2006-02-10,2006-02-10,,,"12667,00"
21914,The Ister-2006-02-10,2006-02-10,,,"1124,00"
21915,Firewall-2006-02-10,2006-02-10,"82751189,00","34000000,00","48751189,00"
21916,Through the Fire-2006-02-10,2006-02-10,,,"14769,00"
21917,Curious George-2006-02-10,2006-02-10,"71052604,00","12412485,00","58640119,00"
21918,Die Wilden Huhner und die Liebe-2006-02-09,2006-02-09,"1121517,00","1121517,00",
21919,Cowboy Del Amor-2006-02-10,2006-02-10,,,"4438,00"
21920,Un aÃƒÂ±o sin amor-2006-02-10,2006-02-10,,,"24381,00"
21921,Final Destination 3-2006-02-10,2006-02-10,"112798051,00","58700000,00","54098051,00"
21922,Who Gets to Call It Art?-2006-02-03,2006-02-03,,,"27344,00"
21923,When a Stranger Calls-2006-02-03,2006-02-03,"67215435,00","19355221,00","47860214,00"
21924,Trudell-2006-02-03,2006-02-03,,,"26756,00"
21925,Dlaczego Nie!-2007-01-19,2007-01-19,,,
21926,Griffin & Phoenix-2007-01-18,2007-01-18,"1355967,00","1355967,00",
21927,What the Bleep?: Down the Rabbit Hole-2006-02-03,2006-02-03,,,"135706,00"
21928,Truands-2007-01-17,2007-01-17,,,
21929,China Blue-2007-01-19,2007-01-19,,,"12185,00"
21930,The GoodTimesKid-2007-01-17,2007-01-17,,,
21931,Jacquou le Croquant-2007-01-17,2007-01-17,,,
21932,Alone with Her-2007-01-17,2007-01-17,"844377,00","833590,00","10787,00"
21933,Verdict on Auschwitz: The Frankfurt Trial 1963-1965-2007-01-12,2007-01-12,,,"11396,00"
21934,Love Never to End-2007-01-13,2007-01-13,,,
21935,Primeval-2007-01-12,2007-01-12,"15337855,00","4740121,00","10597734,00"
21936,God Grew Tired of Us: The Story of Lost Boys of Sudan-2007-01-12,2007-01-12,,,"301447,00"
21937,Arthur et les Minimoys-2007-12-15,2007-12-15,"113325743,00","98192980,00","15132763,00"
21938,Guru-2007-01-12,2007-01-12,,,"2096000,00"
21939,Alpha Dog-2007-01-12,2007-01-12,"32514319,00","17204717,00","15309602,00"
21940,Stomp the Yard-2007-01-12,2007-01-12,"75525718,00","14169497,00","61356221,00"
21941,Herb-2007-01-11,2007-01-11,,,
21942,Dororo-2007-01-06,2007-01-06,,,
21943,Happily N'Ever After-2007-01-05,2007-01-05,"37923818,00","22074786,00","15849032,00"
21944,Le Serpent-2007-01-11,2007-01-11,,,
21945,GekijÃƒÂ´-ban Naruto: DaikÃƒÂ´fun! Mikazukijima no animaru panikku dattebayo!-2007-01-05,2007-01-05,"83110,00","83110,00",
21946,Thr3e-2007-01-05,2007-01-05,"1420418,00","411569,00","1008849,00"
21947,Comedy of Power-2007-01-05,2007-01-05,,,"80550,00"
21948,Code Name: The Cleaner-2007-01-05,2007-01-05,,,"8135024,00"
21949,Der Untergang-2005-02-18,2005-02-18,"93631744,00","88129804,00","5501940,00"
21950,Cursed-2005-02-25,2005-02-25,"25114901,00","5820000,00","19294901,00"
21951,Freedom Writers-2007-01-05,2007-01-05,"43632609,00","7027007,00","36605602,00"
21952,Turtles Can Fly-2005-02-18,2005-02-18,"1080367,00","823545,00","256822,00"
21953,Son of the Mask-2005-02-18,2005-02-18,"59918422,00","42900000,00","17018422,00"
21954,Schultze Gets the Blues-2005-02-18,2005-02-18,"4034232,00","3439161,00","595071,00"
21955,Bewafaa-2005-02-25,2005-02-25,"542323,00","63247,00","479076,00"
21956,Mystery of the Nile-2005-02-18,2005-02-18,,,
21957,Harry and Max-2005-02-18,2005-02-18,,,"14923,00"
21958,Bigger Than the Sky-2005-02-18,2005-02-18,,,"20149,00"
21959,Naked Fame-2005-02-18,2005-02-18,,,"213621,00"
21960,Constantine-2005-02-18,2005-02-18,"221593554,00","145617376,00","75976178,00"
21961,All Babes Want to Kill Me-2005-02-16,2005-02-16,,,"11975,00"
21962,Because of Winn-Dixie-2005-02-18,2005-02-18,"33508485,00","861443,00","32647042,00"
21963,Uncle Nino-2005-02-11,2005-02-11,,,"175000,00"
21964,The Wild Parrots of Telegraph Hill-2005-02-11,2005-02-11,"3218709,00","160182,00","3058527,00"
21965,A Tale of Two Pizzas-2005-02-11,2005-02-11,,,"14305,00"
21966,Ong-Bak-2005-02-11,2005-02-11,"24051852,00","19488685,00","4563167,00"
21967,Pooh's Heffalump Movie-2005-02-11,2005-02-11,"55686944,00","37588511,00","18098433,00"
21968,Bride & Prejudice-2005-02-11,2005-02-11,"25269040,00","18667961,00","6601079,00"
21969,Mulan 2-2005-02-05,2005-02-05,,,
21970,Hitch-2005-02-11,2005-02-11,"366784257,00","189000000,00","177784257,00"
21971,My Mother's Smile-2005-02-11,2005-02-11,,,"40246,00"
21972,Inside Deep Throat-2005-02-11,2005-02-11,,,"691880,00"
21973,The Letter: An American Town and the 'Somali Invasion'-2005-02-09,2005-02-09,,,"1058,00"
21974,The Wedding Date-2005-02-04,2005-02-04,"47175038,00","15448043,00","31726995,00"
21975,The Girl-2001-04-20,2001-04-20,,,"104883,00"
21976,Freddy Got Fingered-2001-04-20,2001-04-20,,,"14249005,00"
21977,Crocodile Dundee in Los Angeles-2001-04-20,2001-04-20,"39393111,00","13802992,00","25590119,00"
21978,The Center of the World-2001-04-20,2001-04-20,"1496037,00","400000,00","1096037,00"
21979,The Luzhin Defence-2001-04-20,2001-04-20,,,"1051811,00"
21980,Best Man in Grass Creek-2001-04-20,2001-04-20,,,"81760,00"
21981,States of Control-2001-04-13,2001-04-13,,,
21982,The Low Down-2001-04-20,2001-04-20,,,"32395,00"
21983,Bridget Jones's Diary-2001-04-13,2001-04-13,"277902373,00","206401817,00","71500556,00"
21984,Jodi No. 1-2001-04-13,2001-04-13,,,"82834,00"
21985,Lakeboat-2001-04-13,2001-04-13,,,"5159,00"
21986,Josie and the Pussycats-2001-04-11,2001-04-11,"14307223,00","54393,00","14252830,00"
21987,Kingdom Come-2001-04-11,2001-04-11,"23393939,00","146400,00","23247539,00"
21988,"Smell of Camphor, Fragrance of Jasmine-2001-04-06",2001-04-06,,,"66148,00"
21989,Joe Dirt-2001-04-11,2001-04-11,"30987695,00","3900000,00","27087695,00"
21990,Pokemon 3: The Movie-2001-04-06,2001-04-06,"68452128,00","51400000,00","17052128,00"
21991,Le Placard-2001-04-06,2001-04-06,,,"6671454,00"
21992,On Hostile Ground-2001-04-06,2001-04-06,,,"2595,00"
21993,Mau Mau Sex Sex-2001-04-06,2001-04-06,,,
21994,Just Visiting-2001-04-06,2001-04-06,"16172200,00","11395193,00","4777007,00"
21995,The Day I Became a Woman-2001-04-06,2001-04-06,,,"344235,00"
21996,Shadow Magic-2001-04-06,2001-04-06,,,"149258,00"
21997,Agent Cody Banks 2: Destination London-2004-03-12,2004-03-12,"28703083,00","5188836,00","23514247,00"
21998,Brigham City-2001-04-06,2001-04-06,,,"852206,00"
21999,Plots with a View-2004-11-12,2004-11-12,"109349,00","109349,00",
22000,The Old Man Who Read Love Stories-2004-03-11,2004-03-11,"11210,00","11210,00",
